timestamp,EAR,Blink Rate,Blink Duration,IBI,Incomplete Blink Ratio,PERCLOS
67.734,0.2672,23.87,0.1838,2.5688,0.0526,10.35
67.777,0.2686,23.85,0.1838,2.5688,0.0526,10.34
67.821,0.2739,23.83,0.1838,2.5688,0.0526,10.33
67.868,0.2827,23.80,0.1838,2.5688,0.0526,10.32
67.915,0.2860,23.78,0.1838,2.5688,0.0526,10.31
67.982,0.2905,23.74,0.1838,2.5688,0.0526,10.30
68.012,0.2902,23.73,0.1838,2.5688,0.0526,10.29
68.075,0.2977,23.69,0.1838,2.5688,0.0526,10.28
68.102,0.2983,23.68,0.1838,2.5688,0.0526,10.27
68.167,0.3002,23.64,0.1838,2.5688,0.0526,10.25
68.194,0.3001,23.63,0.1838,2.5688,0.0526,10.24
68.262,0.3024,23.60,0.1838,2.5688,0.0526,10.23
68.301,0.3149,23.58,0.1838,2.5688,0.0526,10.22
68.346,0.3267,23.55,0.1838,2.5688,0.0526,10.21
68.405,0.3341,23.52,0.1838,2.5688,0.0526,10.20
68.463,0.3277,23.49,0.1838,2.5688,0.0526,10.19
68.507,0.3276,23.47,0.1838,2.5688,0.0526,10.18
68.540,0.3228,23.45,0.1838,2.5688,0.0526,10.17
68.598,0.3349,23.42,0.1838,2.5688,0.0526,10.16
68.637,0.3329,23.40,0.1838,2.5688,0.0526,10.15
68.692,0.3374,23.38,0.1838,2.5688,0.0526,10.14
68.740,0.3340,23.35,0.1838,2.5688,0.0526,10.13
68.781,0.3347,23.33,0.1838,2.5688,0.0526,10.12
68.838,0.3351,23.30,0.1838,2.5688,0.0526,10.11
68.892,0.3345,23.28,0.1838,2.5688,0.0526,10.10
68.958,0.3354,23.24,0.1838,2.5688,0.0526,10.09
68.998,0.3308,23.22,0.1838,2.5688,0.0526,10.08
69.036,0.3306,23.20,0.1838,2.5688,0.0526,10.07
69.084,0.3345,23.18,0.1838,2.5688,0.0526,10.06
69.133,0.3374,23.15,0.1838,2.5688,0.0526,10.05
69.179,0.3406,23.13,0.1838,2.5688,0.0526,10.04
69.237,0.3384,23.10,0.1838,2.5688,0.0526,10.03
69.275,0.3363,23.08,0.1838,2.5688,0.0526,10.02
69.336,0.3321,23.05,0.1838,2.5688,0.0526,10.01
69.399,0.3322,23.02,0.1838,2.5688,0.0526,10.00
69.453,0.3390,23.00,0.1838,2.5688,0.0526,9.99
69.482,0.3416,22.98,0.1838,2.5688,0.0526,9.98
69.534,0.3462,22.96,0.1838,2.5688,0.0526,9.97
69.579,0.3441,22.94,0.1838,2.5688,0.0526,9.96
69.640,0.3464,22.91,0.1838,2.5688,0.0526,9.95
69.701,0.3413,22.88,0.1838,2.5688,0.0526,9.94
69.740,0.3419,22.86,0.1838,2.5688,0.0526,9.93
69.808,0.3393,22.82,0.1838,2.5688,0.0526,9.92
69.846,0.3396,22.81,0.1838,2.5688,0.0526,9.91
69.903,0.3402,22.78,0.1838,2.5688,0.0526,9.90
69.947,0.3424,22.76,0.1838,2.5688,0.0526,9.89
70.009,0.3476,22.73,0.1838,2.5688,0.0526,9.88
70.063,0.3487,22.70,0.1838,2.5688,0.0526,9.87
70.102,0.2613,22.68,0.1838,2.5688,0.0526,9.86
70.142,0.1626,22.66,0.1838,2.5688,0.0526,9.85
70.187,0.0704,22.64,0.1838,2.5688,0.0526,9.84
70.245,0.0661,22.62,0.1838,2.5688,0.0526,9.83
70.302,0.0758,22.59,0.1838,2.5688,0.0526,9.82
70.345,0.0967,22.57,0.1838,2.5688,0.0526,9.81
70.379,0.1315,22.55,0.1838,2.5688,0.0526,9.80
70.436,0.1978,23.78,0.1917,2.8153,0.0500,10.78
70.475,0.2439,23.76,0.1917,2.8153,0.0500,10.77
70.534,0.2813,23.73,0.1917,2.8153,0.0500,10.75
70.581,0.2867,23.71,0.1917,2.8153,0.0500,10.74
70.619,0.2938,23.69,0.1917,2.8153,0.0500,10.73
70.678,0.2964,23.66,0.1917,2.8153,0.0500,10.72
70.741,0.3003,23.63,0.1917,2.8153,0.0500,10.71
70.794,0.3058,23.60,0.1917,2.8153,0.0500,10.70
70.839,0.3127,23.58,0.1917,2.8153,0.0500,10.69
70.895,0.3159,23.55,0.1917,2.8153,0.0500,10.68
70.939,0.3201,23.53,0.1917,2.8153,0.0500,10.67
70.983,0.3208,23.51,0.1917,2.8153,0.0500,10.66
71.022,0.3226,23.49,0.1917,2.8153,0.0500,10.65
71.076,0.3224,23.46,0.1917,2.8153,0.0500,10.64
71.117,0.3246,23.44,0.1917,2.8153,0.0500,10.63
71.179,0.3225,23.42,0.1917,2.8153,0.0500,10.62
71.227,0.3228,23.39,0.1917,2.8153,0.0500,10.61
71.275,0.3236,23.37,0.1917,2.8153,0.0500,10.60
71.350,0.3306,23.33,0.1917,2.8153,0.0500,10.59
71.392,0.3335,23.31,0.1917,2.8153,0.0500,10.58
71.446,0.3306,23.29,0.1917,2.8153,0.0500,10.57
71.500,0.3290,23.26,0.1917,2.8153,0.0500,10.56
71.547,0.3307,23.24,0.1917,2.8153,0.0500,10.55
71.596,0.3354,23.22,0.1917,2.8153,0.0500,10.54
71.643,0.3354,23.19,0.1917,2.8153,0.0500,10.53
71.711,0.3315,23.16,0.1917,2.8153,0.0500,10.52
71.755,0.3290,23.14,0.1917,2.8153,0.0500,10.51
71.804,0.3303,23.12,0.1917,2.8153,0.0500,10.50
71.851,0.3279,23.10,0.1917,2.8153,0.0500,10.49
71.912,0.3304,23.07,0.1917,2.8153,0.0500,10.48
71.973,0.3290,23.04,0.1917,2.8153,0.0500,10.47
72.023,0.3315,23.02,0.1917,2.8153,0.0500,10.46
72.066,0.3318,23.00,0.1917,2.8153,0.0500,10.45
72.119,0.3367,22.97,0.1917,2.8153,0.0500,10.44
72.181,0.3424,22.94,0.1917,2.8153,0.0500,10.43
72.234,0.3451,22.92,0.1917,2.8153,0.0500,10.42
72.276,0.3452,22.90,0.1917,2.8153,0.0500,10.41
72.315,0.3473,22.88,0.1917,2.8153,0.0500,10.40
72.363,0.3514,22.86,0.1917,2.8153,0.0500,10.39
72.420,0.3521,22.83,0.1917,2.8153,0.0500,10.38
72.459,0.3537,22.81,0.1917,2.8153,0.0500,10.37
72.518,0.3492,22.79,0.1917,2.8153,0.0500,10.36
72.557,0.3239,22.77,0.1917,2.8153,0.0500,10.35
72.614,0.2500,22.74,0.1917,2.8153,0.0500,10.34
72.668,0.1642,22.72,0.1917,2.8153,0.0500,10.33
72.712,0.0969,22.70,0.1917,2.8153,0.0500,10.32
72.759,0.1118,22.68,0.1917,2.8153,0.0500,10.31
72.797,0.1638,23.85,0.1913,2.3614,0.0476,10.82
72.845,0.2181,23.83,0.1913,2.3614,0.0476,10.81
72.890,0.2487,23.81,0.1913,2.3614,0.0476,10.80
72.946,0.2588,23.78,0.1913,2.3614,0.0476,10.79
72.989,0.2704,23.76,0.1913,2.3614,0.0476,10.78
73.053,0.2743,23.73,0.1913,2.3614,0.0476,10.77
73.097,0.2777,23.71,0.1913,2.3614,0.0476,10.76
73.134,0.2850,23.70,0.1913,2.3614,0.0476,10.75
73.185,0.2916,23.67,0.1913,2.3614,0.0476,10.74
73.226,0.2987,23.65,0.1913,2.3614,0.0476,10.73
73.275,0.3030,23.63,0.1913,2.3614,0.0476,10.72
73.337,0.3042,23.60,0.1913,2.3614,0.0476,10.71
73.382,0.3099,23.58,0.1913,2.3614,0.0476,10.70
73.421,0.3144,23.56,0.1913,2.3614,0.0476,10.69
73.482,0.3188,23.53,0.1913,2.3614,0.0476,10.68
73.507,0.3171,23.52,0.1913,2.3614,0.0476,10.67
73.557,0.3173,23.50,0.1913,2.3614,0.0476,10.66
73.602,0.3177,23.48,0.1913,2.3614,0.0476,10.65
73.657,0.3197,23.45,0.1913,2.3614,0.0476,10.64
73.708,0.3199,23.43,0.1913,2.3614,0.0476,10.63
73.760,0.3241,23.41,0.1913,2.3614,0.0476,10.62
73.803,0.3260,23.39,0.1913,2.3614,0.0476,10.61
73.852,0.3310,23.36,0.1913,2.3614,0.0476,10.60
73.924,0.3344,23.33,0.1913,2.3614,0.0476,10.59
73.965,0.3401,23.31,0.1913,2.3614,0.0476,10.58
74.022,0.3373,23.29,0.1913,2.3614,0.0476,10.57
74.084,0.3432,23.26,0.1913,2.3614,0.0476,10.56
74.122,0.3480,23.24,0.1913,2.3614,0.0476,10.55
74.183,0.3575,23.21,0.1913,2.3614,0.0476,10.54
74.215,0.3566,23.20,0.1913,2.3614,0.0476,10.53
74.262,0.3587,23.18,0.1913,2.3614,0.0476,10.52
74.299,0.3630,23.16,0.1913,2.3614,0.0476,10.51
74.360,0.3576,23.14,0.1913,2.3614,0.0476,10.50
74.420,0.3621,23.11,0.1913,2.3614,0.0476,10.49
74.475,0.3633,23.08,0.1913,2.3614,0.0476,10.48
74.517,0.3684,23.07,0.1913,2.3614,0.0476,10.47
74.556,0.3560,23.05,0.1913,2.3614,0.0476,10.46
74.606,0.3477,23.03,0.1913,2.3614,0.0476,10.45
74.665,0.3502,23.00,0.1913,2.3614,0.0476,10.44
74.726,0.3580,22.97,0.1913,2.3614,0.0476,10.43
74.768,0.3585,22.95,0.1913,2.3614,0.0476,10.42
74.811,0.3553,22.94,0.1913,2.3614,0.0476,10.41
74.865,0.3529,22.91,0.1913,2.3614,0.0476,10.40
74.919,0.3529,22.89,0.1913,2.3614,0.0476,10.39
74.976,0.3538,22.87,0.1913,2.3614,0.0476,10.39
75.030,0.2593,22.84,0.1913,2.3614,0.0476,10.38
75.071,0.1650,22.82,0.1913,2.3614,0.0476,10.37
75.126,0.0655,22.80,0.1913,2.3614,0.0476,10.36
75.184,0.0619,22.77,0.1913,2.3614,0.0476,10.35
75.223,0.1335,23.89,0.1913,2.4260,0.0455,10.86
75.266,0.2170,23.87,0.1913,2.4260,0.0455,10.85
75.321,0.3066,23.85,0.1913,2.4260,0.0455,10.84
75.365,0.3218,23.83,0.1913,2.4260,0.0455,10.83
75.417,0.3250,23.81,0.1913,2.4260,0.0455,10.82
75.465,0.3239,23.79,0.1913,2.4260,0.0455,10.81
75.519,0.3311,23.76,0.1913,2.4260,0.0455,10.80
75.562,0.3404,23.74,0.1913,2.4260,0.0455,10.79
75.612,0.3499,23.72,0.1913,2.4260,0.0455,10.78
75.660,0.3524,23.70,0.1913,2.4260,0.0455,10.77
75.708,0.3532,23.68,0.1913,2.4260,0.0455,10.76
75.764,0.3537,23.65,0.1913,2.4260,0.0455,10.75
75.802,0.3542,23.63,0.1913,2.4260,0.0455,10.74
75.864,0.3633,23.61,0.1913,2.4260,0.0455,10.73
75.926,0.3583,23.58,0.1913,2.4260,0.0455,10.72
75.978,0.3590,23.56,0.1913,2.4260,0.0455,10.71
76.032,0.3534,23.53,0.1913,2.4260,0.0455,10.71
76.062,0.3610,23.52,0.1913,2.4260,0.0455,10.70
76.101,0.3651,23.50,0.1913,2.4260,0.0455,10.69
76.165,0.3614,23.47,0.1913,2.4260,0.0455,10.68
76.204,0.3607,23.46,0.1913,2.4260,0.0455,10.67
76.262,0.3595,23.43,0.1913,2.4260,0.0455,10.66
76.299,0.3650,23.42,0.1913,2.4260,0.0455,10.65
76.356,0.3681,23.39,0.1913,2.4260,0.0455,10.64
76.394,0.3674,23.38,0.1913,2.4260,0.0455,10.63
76.454,0.3627,23.35,0.1913,2.4260,0.0455,10.62
76.505,0.3628,23.33,0.1913,2.4260,0.0455,10.61
76.566,0.3628,23.30,0.1913,2.4260,0.0455,10.60
76.624,0.3766,23.28,0.1913,2.4260,0.0455,10.59
76.662,0.3645,23.26,0.1913,2.4260,0.0455,10.58
76.715,0.3555,23.24,0.1913,2.4260,0.0455,10.57
76.762,0.3441,23.22,0.1913,2.4260,0.0455,10.56
76.806,0.3480,23.20,0.1913,2.4260,0.0455,10.56
76.883,0.3536,23.17,0.1913,2.4260,0.0455,10.55
76.934,0.3548,23.14,0.1913,2.4260,0.0455,10.54
76.987,0.3647,23.12,0.1913,2.4260,0.0455,10.53
77.045,0.3661,23.10,0.1913,2.4260,0.0455,10.52
77.098,0.3655,23.07,0.1913,2.4260,0.0455,10.51
77.146,0.3609,23.05,0.1913,2.4260,0.0455,10.50
77.204,0.3634,23.03,0.1913,2.4260,0.0455,10.49
77.243,0.3582,23.01,0.1913,2.4260,0.0455,10.48
77.301,0.3516,22.99,0.1913,2.4260,0.0455,10.47
77.345,0.3446,22.97,0.1913,2.4260,0.0455,10.46
77.396,0.3493,22.95,0.1913,2.4260,0.0455,10.45
77.434,0.3502,22.93,0.1913,2.4260,0.0455,10.45
77.485,0.3528,22.91,0.1913,2.4260,0.0455,10.44
77.543,0.3286,22.89,0.1913,2.4260,0.0455,10.43
77.574,0.2417,22.87,0.1913,2.4260,0.0455,10.42
77.617,0.1407,22.86,0.1913,2.4260,0.0455,10.41
77.669,0.0854,22.84,0.1913,2.4260,0.0455,10.40
77.708,0.1132,22.82,0.1913,2.4260,0.0455,10.39
77.759,0.1616,22.80,0.1913,2.4260,0.0455,10.38
77.803,0.2027,23.86,0.1930,2.5802,0.0435,10.96
77.861,0.2281,23.84,0.1930,2.5802,0.0435,10.95
77.923,0.2467,23.81,0.1930,2.5802,0.0435,10.95
77.949,0.2506,23.80,0.1930,2.5802,0.0435,10.94
77.996,0.2615,23.78,0.1930,2.5802,0.0435,10.93
78.053,0.2665,23.76,0.1930,2.5802,0.0435,10.92
78.102,0.2730,23.74,0.1930,2.5802,0.0435,10.91
78.141,0.2762,23.72,0.1930,2.5802,0.0435,10.90
78.212,0.2820,23.69,0.1930,2.5802,0.0435,10.89
78.272,0.2829,23.67,0.1930,2.5802,0.0435,10.88
78.300,0.2779,23.65,0.1930,2.5802,0.0435,10.87
78.347,0.2785,23.63,0.1930,2.5802,0.0435,10.86
78.407,0.2816,23.61,0.1930,2.5802,0.0435,10.85
78.446,0.2847,23.59,0.1930,2.5802,0.0435,10.84
78.517,0.2829,23.56,0.1930,2.5802,0.0435,10.83
78.565,0.2837,23.54,0.1930,2.5802,0.0435,10.82
78.603,0.2856,23.52,0.1930,2.5802,0.0435,10.81
78.647,0.2887,23.51,0.1930,2.5802,0.0435,10.81
78.713,0.2903,23.48,0.1930,2.5802,0.0435,10.80
78.768,0.2913,23.46,0.1930,2.5802,0.0435,10.79
78.811,0.2929,23.44,0.1930,2.5802,0.0435,10.78
78.873,0.2910,23.41,0.1930,2.5802,0.0435,10.77
78.924,0.2932,23.39,0.1930,2.5802,0.0435,10.76
78.997,0.2903,23.36,0.1930,2.5802,0.0435,10.75
79.046,0.2877,23.34,0.1930,2.5802,0.0435,10.74
79.093,0.2845,23.32,0.1930,2.5802,0.0435,10.73
79.141,0.3007,23.30,0.1930,2.5802,0.0435,10.72
79.180,0.3137,23.29,0.1930,2.5802,0.0435,10.71
79.237,0.3283,23.26,0.1930,2.5802,0.0435,10.71
79.275,0.3280,23.25,0.1930,2.5802,0.0435,10.70
79.323,0.3327,23.23,0.1930,2.5802,0.0435,10.69
79.381,0.3336,23.20,0.1930,2.5802,0.0435,10.68
79.419,0.3389,23.19,0.1930,2.5802,0.0435,10.67
79.478,0.3476,23.16,0.1930,2.5802,0.0435,10.66
79.519,0.3516,23.15,0.1930,2.5802,0.0435,10.65
79.566,0.3536,23.13,0.1930,2.5802,0.0435,10.64
79.611,0.3363,23.11,0.1930,2.5802,0.0435,10.63
79.668,0.2899,23.09,0.1930,2.5802,0.0435,10.63
79.717,0.1950,23.07,0.1930,2.5802,0.0435,10.62
79.785,0.1085,23.04,0.1930,2.5802,0.0435,10.61
79.822,0.0630,23.02,0.1930,2.5802,0.0435,10.60
79.876,0.0957,23.00,0.1930,2.5802,0.0435,10.59
79.916,0.1518,24.03,0.1937,2.1134,0.0417,11.10
79.975,0.2020,24.01,0.1937,2.1134,0.0417,11.09
80.014,0.2313,23.99,0.1937,2.1134,0.0417,11.08
80.077,0.2582,23.96,0.1937,2.1134,0.0417,11.07
80.118,0.2844,23.95,0.1937,2.1134,0.0417,11.07
80.156,0.2935,23.93,0.1937,2.1134,0.0417,11.06
80.216,0.2899,23.91,0.1937,2.1134,0.0417,11.05
80.281,0.2826,23.88,0.1937,2.1134,0.0417,11.04
80.342,0.2855,23.85,0.1937,2.1134,0.0417,11.03
80.380,0.2885,23.84,0.1937,2.1134,0.0417,11.02
80.436,0.2913,23.82,0.1937,2.1134,0.0417,11.01
80.484,0.2900,23.80,0.1937,2.1134,0.0417,11.00
80.523,0.2909,23.78,0.1937,2.1134,0.0417,10.99
80.580,0.2932,23.76,0.1937,2.1134,0.0417,10.98
80.619,0.2981,23.74,0.1937,2.1134,0.0417,10.97
80.679,0.3006,23.72,0.1937,2.1134,0.0417,10.97
80.716,0.3071,23.70,0.1937,2.1134,0.0417,10.96
80.770,0.3030,23.68,0.1937,2.1134,0.0417,10.95
80.812,0.3047,23.66,0.1937,2.1134,0.0417,10.94
80.854,0.3023,23.64,0.1937,2.1134,0.0417,10.93
80.908,0.3094,23.62,0.1937,2.1134,0.0417,10.92
80.938,0.3123,23.61,0.1937,2.1134,0.0417,10.91
80.986,0.3148,23.59,0.1937,2.1134,0.0417,10.90
81.037,0.3158,23.57,0.1937,2.1134,0.0417,10.89
81.082,0.3183,23.55,0.1937,2.1134,0.0417,10.89
81.131,0.3230,23.53,0.1937,2.1134,0.0417,10.88
81.179,0.3264,23.51,0.1937,2.1134,0.0417,10.87
81.240,0.3211,23.49,0.1937,2.1134,0.0417,10.86
81.286,0.3166,23.47,0.1937,2.1134,0.0417,10.85
81.329,0.3113,23.45,0.1937,2.1134,0.0417,10.84
81.382,0.3125,23.43,0.1937,2.1134,0.0417,10.83
81.419,0.3095,23.42,0.1937,2.1134,0.0417,10.82
81.478,0.3081,23.40,0.1937,2.1134,0.0417,10.81
81.515,0.3054,23.38,0.1937,2.1134,0.0417,10.81
81.566,0.3114,23.36,0.1937,2.1134,0.0417,10.80
81.600,0.3209,23.35,0.1937,2.1134,0.0417,10.79
81.668,0.3290,23.32,0.1937,2.1134,0.0417,10.78
81.697,0.3336,23.31,0.1937,2.1134,0.0417,10.77
81.749,0.3339,23.29,0.1937,2.1134,0.0417,10.76
81.788,0.3353,23.27,0.1937,2.1134,0.0417,10.75
81.845,0.3316,23.25,0.1937,2.1134,0.0417,10.75
81.879,0.3338,23.24,0.1937,2.1134,0.0417,10.74
81.933,0.3381,23.22,0.1937,2.1134,0.0417,10.73
81.985,0.3393,23.20,0.1937,2.1134,0.0417,10.72
82.026,0.3349,23.18,0.1937,2.1134,0.0417,10.71
82.080,0.3370,23.16,0.1937,2.1134,0.0417,10.70
82.123,0.3440,23.14,0.1937,2.1134,0.0417,10.69
82.172,0.3487,23.12,0.1937,2.1134,0.0417,10.68
82.220,0.3451,23.10,0.1937,2.1134,0.0417,10.68
82.279,0.3434,23.08,0.1937,2.1134,0.0417,10.67
82.316,0.3247,23.07,0.1937,2.1134,0.0417,10.66
82.364,0.2335,23.05,0.1937,2.1134,0.0417,10.65
82.415,0.1396,23.03,0.1937,2.1134,0.0417,10.64
82.464,0.0740,23.01,0.1937,2.1134,0.0417,10.63
82.517,0.1178,24.00,0.1920,2.6003,0.0400,10.93
